Date,Open,High,Low,Close,Adj Close,Volume
7/23/20,165.610001,166.199997,163.080002,163.960007,163.960007,3114900
7/24/20,162.830002,163.399994,161.899994,162.690002,162.690002,2360800
7/27/20,163.059998,164.100006,162.630005,164.089996,164.089996,2423500
7/28/20,163.619995,164.229996,162.779999,162.889999,162.889999,1904900
7/29/20,163.460007,165.429993,163.460007,165.050003,165.050003,2153300
7/30/20,163.440002,164.869995,162.410004,164.679993,164.679993,2473300
7/31/20,165.539993,165.619995,162.960007,165.520004,165.520004,3159700
8/3/20,166.470001,167.300003,166.149994,166.960007,166.960007,4341600
8/4/20,166.610001,167.619995,166.529999,167.619995,167.619995,2811700
8/5/20,168.479996,168.919998,168.300003,168.839996,168.839996,2683000
8/6/20,168.619995,169.779999,168.279999,169.660004,169.660004,2150900
8/7/20,169.220001,169.949997,168.600006,169.800003,169.800003,2193100
8/10/20,170.029999,170.389999,169.050003,170.270004,170.270004,2496700
8/11/20,171,171.330002,168.479996,168.899994,168.899994,3124600
8/12/20,170.369995,171.520004,170.339996,171.160004,171.160004,3365400
8/13/20,170.789993,171.75,170.479996,171.029999,171.029999,2247200
8/14/20,170.720001,171.300003,170.380005,170.979996,170.979996,2213900
8/17/20,171.429993,171.860001,171.389999,171.710007,171.710007,3422400
8/18/20,172,172.270004,170.979996,171.970001,171.970001,3551400
8/19/20,172.169998,172.5,170.990005,171.300003,171.300003,2291000
8/20/20,170.259995,172.059998,170.190002,171.789993,171.789993,2184400
8/21/20,171.539993,172.300003,171.410004,172.220001,172.220001,2284500
8/24/20,173.509995,173.869995,172.869995,173.869995,173.869995,2467500
8/25/20,174.220001,174.470001,173.419998,174.449997,174.449997,5162700
8/26/20,174.729996,176.179993,174.479996,176.029999,176.029999,2441100
8/27/20,176.520004,177.289993,175.529999,176.449997,176.449997,3435300
8/28/20,177.179993,177.710007,176.539993,177.679993,177.679993,4163100
8/31/20,177.660004,178.139999,176.949997,177.279999,177.279999,3189600
9/1/20,177.690002,178.990005,177.169998,178.850006,178.850006,2881500
9/2/20,180,181.669998,179.009995,181.240005,181.240005,4021900
9/3/20,180,180.490005,173.509995,174.940002,174.940002,5341400
9/4/20,175.339996,176.139999,169.199997,173.449997,173.449997,4379900
9/8/20,170.300003,171.039993,168.360001,168.580002,168.580002,3976000
9/9/20,170.830002,173.139999,170.330002,171.880005,171.880005,4290400
9/10/20,173.059998,173.490005,168.600006,169.059998,169.059998,3507600
9/11/20,170.240005,170.559998,167.5,169.119995,169.119995,3407700
9/14/20,171,172.369995,170.600006,171.759995,171.759995,3080800
9/15/20,173.199997,173.639999,172.110001,172.740005,172.740005,2129700
9/16/20,173.460007,174.380005,172.070007,172.169998,172.169998,2826900
9/17/20,169.559998,171.539993,169.220001,170.75,170.75,2780400
9/18/20,171.210007,171.210007,167.529999,169.089996,169.089996,3176700
